term,label,wiki_news_sim_score,twitter_sim_score,tweet_yes_no,tweet_count,same_section_count,same_paragraph_count,same_sec_yes_no,same_para_yes_no,word_article_yes_no,word_article_count
lemon,0,0.3040356934070587,-0.02147722616791725,1,657,100,15,1,1,1,148
sugar,0,0.21325397491455078,0.01807829737663269,1,12504,247,29,1,1,1,381
dumpling,0,0.301491916179657,0.10830650478601456,1,36,17,0,1,0,1,32
farm,0,0.3099130094051361,0.23612229526042938,1,1969,1699,253,1,1,1,2669
tv,0,0.1385207623243332,0.020002029836177826,1,17578,337,66,1,1,1,819
dumplings,0,0.2419716715812683,0.03719259798526764,1,32,13,0,1,0,1,25
dish,0,0.28916770219802856,-0.012376202270388603,1,4247,554,85,1,1,1,1254
boxes,0,0.21228499710559845,-0.03430534526705742,1,1716,349,63,1,1,1,641
water,0,0.37552163004875183,0.13499261438846588,1,24812,4981,1526,1,1,1,6693
bottle,0,0.24864082038402557,0.0022424012422561646,1,3506,351,68,1,1,1,628
kind,0,0.4534565806388855,0.1247050017118454,1,19666,993,191,1,1,1,2104
tastes,0,0.31180426478385925,-0.0436820313334465,1,1130,45,3,1,1,1,108
worm,0,0.26333093643188477,0.11385632306337357,1,233,97,15,1,1,1,100
stall,0,0.3890908658504486,0.26614126563072205,1,25015,2923,957,1,1,1,4767
man,0,0.47980791330337524,0.1536526381969452,1,435235,13482,5616,1,1,1,15479
carrot,0,0.2519322633743286,-0.006171166896820068,1,85,18,0,1,0,1,26
goose,0,0.24985624849796295,0.05505570396780968,1,530,96,15,1,1,1,79
jack,0,0.27672621607780457,0.013585194945335388,1,6081,1220,208,1,1,1,612
smith,0,0.1766558587551117,0.04632435366511345,1,6947,1009,160,1,1,1,595
coffee,0,0.2555493116378784,0.10588613152503967,1,2523,347,66,1,1,1,591
cinnamon,0,0.25982901453971863,-0.005050867795944214,1,36,10,2,1,1,1,27
valley,0,0.28292617201805115,0.16898150742053986,1,2788,1837,416,1,1,1,1345
buds,0,0.21446318924427032,0.03496342897415161,1,1351,22,3,1,1,1,54
case,0,0.31740671396255493,0.10634389519691467,1,32607,2544,591,1,1,1,4345
tart,0,0.3147265911102295,-0.02836047112941742,1,61450,4084,927,1,1,1,7566
baking,0,0.2101438343524933,-0.04927971214056015,1,74,15,2,1,1,1,45
variety,0,0.41806933283805847,0.0920979455113411,1,957,1119,259,1,1,1,2381
plant,0,0.34110337495803833,0.2513113021850586,1,5694,2055,426,1,1,1,3499
words,0,0.30385032296180725,0.07067032903432846,1,5471,472,70,1,1,1,1111
hand,0,0.3665163218975067,0.10015895962715149,1,67627,3284,699,1,1,1,5861
milk,0,0.2556777000427246,-0.020757898688316345,1,1390,229,35,1,1,1,330
cider,0,0.1780487596988678,0.04930500686168671,1,83,27,1,1,1,1,49
salad,0,0.3463541865348816,0.09201869368553162,1,224,50,2,1,1,1,63
crisp,0,0.31596797704696655,0.09663262218236923,1,247,47,6,1,1,1,65
vinegar,0,0.2345474362373352,-0.03639185428619385,1,26,22,0,1,0,1,29
thorn,0,0.32969993352890015,0.09824026376008987,1,1572,390,55,1,1,1,438
spice,0,0.32046329975128174,-0.03551884740591049,1,366,130,15,1,1,1,332
sweets,0,0.25750190019607544,-0.020029496401548386,1,62,24,5,1,1,1,69
granny,0,0.3145492672920227,0.008222930133342743,1,204,15,4,1,1,1,3
grower,0,0.23850500583648682,0.20342107117176056,1,12,27,2,1,1,1,62
chicken,0,0.32320237159729004,0.05437356233596802,1,1598,149,18,1,1,1,198
silk,0,0.27737364172935486,0.11646927893161774,1,213,150,24,1,1,1,217
wood,0,0.320431649684906,0.10756935179233551,1,22793,4114,1055,1,1,1,5991
seeds,0,0.19446131587028503,0.048904336988925934,1,125,60,1,1,1,1,118
shade,0,0.4025651812553406,0.10077053308486938,1,2405,290,77,1,1,1,478
ice,0,0.31735309958457947,0.04993952810764313,1,525100,11725,4234,1,1,1,14777
strudel,0,0.22537630796432495,-0.033646050840616226,1,3,4,1,1,1,1,6
harvest,0,0.30088135600090027,0.13510119915008545,1,261,150,16,1,1,1,304
sandwich,0,0.35422247648239136,0.03390217572450638,1,593,117,17,1,1,1,197
cart,0,0.3839755356311798,0.21951860189437866,1,5891,1014,218,1,1,1,1231
love,0,0.37337470054626465,0.03658578544855118,1,35717,1376,219,1,1,1,2062
toffee,0,0.19719505310058594,0.014669455587863922,1,38,3,0,1,0,1,6
spray,0,0.29488062858581543,0.041570551693439484,1,12442,184,20,1,1,1,334
candy,0,0.2850351631641388,-0.030296161770820618,1,1672,98,6,1,1,1,123
pulp,0,0.2433033436536789,0.145857036113739,1,236,69,9,1,1,1,153
tablespoons,0,0.10826335847377777,-0.03583408147096634,0,0,0,0,0,0,0,0
boy,0,0.3509948253631592,0.12424693256616592,1,16101,1229,190,1,1,1,1734
cheese,0,0.302986204624176,0.04361432418227196,1,904,121,14,1,1,1,196
orchards,0,0.20656055212020874,0.02206081710755825,1,32,62,7,1,1,1,144
garden,0,0.40897896885871887,0.17226620018482208,1,3995,2310,692,1,1,1,2408
blossom,0,0.24382513761520386,0.1425737887620926,1,451,85,11,1,1,1,103
mouth,0,0.24330353736877441,0.051945142447948456,1,6141,925,213,1,1,1,1824
virginia,0,0.2185094654560089,0.17063626646995544,1,156,552,120,1,1,1,7
beef,0,0.27703022956848145,0.03795324265956879,1,440,60,6,1,1,1,126
bits,0,0.2629886269569397,-0.001133054494857788,1,2406,464,74,1,1,1,1106
crop,0,0.27831509709358215,0.14151334762573242,1,584,384,43,1,1,1,998
custard,0,0.2767553925514221,-0.022254452109336853,1,32,11,0,1,0,1,17
products,0,0.3034297227859497,0.05336125195026398,1,1265,537,60,1,1,1,1242
beauty,0,0.3685894012451172,0.02861696109175682,1,1276,323,47,1,1,1,534
california,0,0.15949955582618713,0.19226640462875366,1,512,1236,304,1,1,1,8
branches,0,0.26939788460731506,0.19599784910678864,1,671,406,62,1,1,1,1004
bread,0,0.24575096368789673,0.07757989317178726,1,720,172,22,1,1,1,355
mom,0,0.25915998220443726,0.05460041016340256,1,23672,606,106,1,1,1,1054
tarts,0,0.20843227207660675,-0.014755494892597198,1,7749,468,121,1,1,1,1062
bob,0,0.15304920077323914,0.039914440363645554,1,7346,547,92,1,1,1,165
slices,0,0.29660481214523315,0.04710105061531067,1,43,9,1,1,1,1,31
cedar,0,0.15995877981185913,0.18023020029067993,1,79,244,65,1,1,1,148
glass,0,0.36073756217956543,0.13132233917713165,1,3721,1426,348,1,1,1,2286
fig,0,0.21312375366687775,0.028328105807304382,1,25638,2407,426,1,1,1,4601
butter,0,0.21901977062225342,0.02446034550666809,1,1596,233,37,1,1,1,271
growth,0,0.39407575130462646,0.2116551250219345,1,1756,1027,160,1,1,1,2351
pine,0,0.27345195412635803,0.1312907338142395,1,7575,975,218,1,1,1,1635
pork,0,0.29279640316963196,0.059723272919654846,1,175,56,7,1,1,1,107
skin,0,0.3094891905784607,0.043042123317718506,1,30530,659,97,1,1,1,1324
john,0,0.09378227591514587,0.08199766278266907,1,8458,3246,595,1,1,1,54
cashew,0,0.25288891792297363,0.08047661185264587,1,25,1,0,1,0,1,4
brandy,0,0.17440414428710938,0.03852096199989319,1,31,38,5,1,1,1,31
pippin,0,0.29866236448287964,0.09279043972492218,1,27,3,2,1,1,1,1
word,0,0.34057319164276123,0.058722808957099915,1,14344,1025,158,1,1,1,2463
acres,0,0.17605911195278168,0.20075438916683197,1,1235,471,94,1,1,1,1094
winter,0,0.2973989248275757,0.1458856463432312,1,5960,1162,225,1,1,1,2016
roots,0,0.2510034739971161,0.052920348942279816,1,676,244,28,1,1,1,650
sound,0,0.4204379916191101,0.1565553992986679,1,62547,1127,333,1,1,1,1673
logo,0,0.22593161463737488,-0.027494734153151512,1,787,321,35,1,1,1,762
lady,0,0.38328659534454346,0.08644913136959076,1,6512,572,63,1,1,1,311
banana,0,0.3346339762210846,0.0020636171102523804,1,387,85,12,1,1,1,124
sauce,0,0.26378315687179565,-0.04296135902404785,1,388,54,3,1,1,1,113
barrel,0,0.23324759304523468,0.16078224778175354,1,1410,179,31,1,1,1,336
computer,0,0.3568067252635956,0.12204283475875854,1,1176,593,89,1,1,1,1167
cooking,0,0.2695343494415283,0.025545187294483185,1,327,94,6,1,1,1,197
software,0,0.3345843553543091,0.07905006408691406,1,2099,212,46,1,1,1,499
favorite,0,0.3714074492454529,0.0919601172208786,1,2865,164,32,1,1,1,382
peach,0,0.37716934084892273,-0.012333493679761887,1,884,113,32,1,1,1,83
seed,0,0.2680342495441437,0.08487285673618317,1,644,213,23,1,1,1,415
head,0,0.29101425409317017,0.17751209437847137,1,56618,4973,1186,1,1,1,7931
smell,0,0.28178179264068604,0.02743586152791977,1,1724,81,12,1,1,1,168
orchard,0,0.2932634949684143,0.2037266492843628,1,102,215,45,1,1,1,264
recipe,0,0.2022980898618698,0.006225903518497944,1,426,33,1,1,1,1,86
carrots,0,0.16768163442611694,0.02419983595609665,1,50,5,0,1,0,1,12
blossoms,0,0.2166384756565094,0.14555887877941132,1,195,25,4,1,1,1,30
grass,0,0.3362252414226532,0.15212571620941162,1,6786,717,156,1,1,1,1267
trees,0,0.3223414421081543,0.21908152103424072,1,7556,1277,415,1,1,1,2157
grape,0,0.3215239644050598,0.10460063815116882,1,171,76,12,1,1,1,143
ipod,0,0.20090250670909882,-0.010597925633192062,1,223,19,1,1,1,1,56
crate,0,0.2755626440048218,0.08286269009113312,1,345,186,21,1,1,1,421
foliage,0,0.35434287786483765,0.21328894793987274,1,151,51,12,1,1,1,118
balsam,0,0.18213245272636414,-0.003522610291838646,1,78,8,1,1,1,1,13
eye,0,0.3715648055076599,0.16355249285697937,1,30627,1350,243,1,1,1,2539
quicktime,0,0.3185446858406067,0.016613060608506203,1,1,0,0,0,0,0,0
autumn,0,0.21872006356716156,0.16691111028194427,1,476,297,45,1,1,1,599
seedlings,0,0.2598210573196411,0.02020302414894104,1,13,17,2,1,1,1,25
flower,0,0.3256356418132782,0.16172237694263458,1,2420,564,117,1,1,1,1020
growers,0,0.16248640418052673,0.16467712819576263,1,3,21,2,1,1,1,49
pudding,0,0.15982496738433838,0.001551106572151184,1,46,30,1,1,1,1,36
itunes,0,0.11811507493257523,-0.04328770563006401,1,3,0,0,0,0,1,1
potatoes,0,0.22143130004405975,-0.006277354434132576,1,85,52,0,1,0,1,106
fruits,0,0.28742751479148865,0.002470351755619049,1,205,80,12,1,1,1,212
plum,0,0.2405133843421936,0.0575849823653698,1,925,250,24,1,1,1,389
rosy,0,0.25440630316734314,0.023953977972269058,1,120,30,3,1,1,1,46
onion,0,0.2546592354774475,0.03982957452535629,1,161,51,4,1,1,1,97
sight,0,0.40412235260009766,0.24490809440612793,1,10512,670,162,1,1,1,1467
caramel,0,0.24976122379302979,-0.0016532950103282928,1,35,12,0,1,0,1,18
white,0,0.4088265299797058,0.11434628069400787,1,18142,2264,418,1,1,1,2855
tablespoon,0,0.16926896572113037,-0.03480645641684532,1,2,0,0,0,0,0,0
pieces,0,0.2990655303001404,0.024094456806778908,1,1505,532,83,1,1,1,1107
size,0,0.29393893480300903,-0.005607999861240387,1,6914,1814,325,1,1,1,4013
crab,0,0.33822113275527954,0.11789751797914505,1,428,85,14,1,1,1,130
